"ID","Name","LongName","Parent","Component","Path","Line","Column","EndLine","EndColumn","CC","CCL","CCO","CI","CLC","CLLC","LDC","LLDC","LCOM5","NL","NLE","WMC","CBO","CBOI","NII","NOI","RFC","AD","CD","CLOC","DLOC","PDA","PUA","TCD","TCLOC","DIT","NOA","NOC","NOD","NOP","LLOC","LOC","NA","NG","NLA","NLG","NLM","NLPA","NLPM","NLS","NM","NOS","NPA","NPM","NS","TLLOC","TLOC","TNA","TNG","TNLA","TNLG","TNLM","TNLPA","TNLPM","TNLS","TNM","TNOS","TNPA","TNPM","TNS","WarningBlocker","WarningCritical","WarningInfo","WarningMajor","WarningMinor","Android Rules","Basic Rules","Brace Rules","Clone Implementation Rules","Clone Metric Rules","Code Size Rules","Cohesion Metric Rules","Comment Rules","Complexity Metric Rules","Controversial Rules","Coupling Metric Rules","Coupling Rules","Design Rules","Documentation Metric Rules","Empty Code Rules","Finalizer Rules","Import Statement Rules","Inheritance Metric Rules","J2EE Rules","JUnit Rules","Jakarta Commons Logging Rules","Java Logging Rules","JavaBean Rules","MigratingToJUnit4 Rules","Migration Rules","Migration13 Rules","Migration14 Rules","Migration15 Rules","Naming Rules","Optimization Rules","Security Code Guideline Rules","Size Metric Rules","Strict Exception Rules","String and StringBuffer Rules","Type Resolution Rules","Unnecessary and Unused Code Rules","Vulnerability Rules","Number of bugs"
"L29200","ConfigurationPrinter","com.thinkaurelius.titan.util.system.ConfigurationPrinter","L29108","L103","titan-core\src\main\java\com\thinkaurelius\titan\util\system\ConfigurationPrinter.java","27","1","222","2","0","0","0","0","0","0","0","0","5","3","2","35","3","0","0","0","14","0.5","0.0828025","13","7","1","1","0.0769231","13","0","0","0","0","0","144","184","7","8","7","8","14","0","1","0","14","87","0","1","0","156","196","7","8","7","8","17","0","4","0","17","90","0","4","0","0","1","49","37","22","0","0","10","0","0","0","1","0","0","0","0","0","5","46","0","0","0","0","1","0","0","0","0","0","0","0","0","0","6","1","0","2","0","0","0","37","0","0"
"L29267","ConfigurationUtil","com.thinkaurelius.titan.util.system.ConfigurationUtil","L29108","L103","titan-core\src\main\java\com\thinkaurelius\titan\util\system\ConfigurationUtil.java","13","1","61","2","0.25463","1","6","1","0.22449","0.25","11","11","2","3","3","13","0","1","1","0","3","0.25","0.0638298","3","3","1","3","0.0638298","3","0","0","0","0","0","44","49","1","1","1","1","3","0","3","0","3","25","0","3","0","44","49","1","1","1","1","3","0","3","0","3","25","0","3","0","0","0","21","17","1","0","0","0","0","11","0","1","0","0","0","0","0","7","9","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","10","0","0"
"L29283","IOUtils","com.thinkaurelius.titan.util.system.IOUtils","L29108","L103","titan-core\src\main\java\com\thinkaurelius\titan\util\system\IOUtils.java","13","1","44","2","0","0","0","0","0","0","0","0","3","3","3","12","0","6","6","0","3","0.25","0.121212","4","4","1","3","0.121212","4","0","0","0","0","0","29","32","1","0","1","0","3","0","3","0","3","17","0","3","0","29","32","1","0","1","0","3","0","3","0","3","17","0","3","0","0","0","10","5","6","0","0","4","0","0","0","1","0","0","0","0","0","0","9","0","0","0","0","0","0","1","0","0","0","0","0","0","0","1","0","0","0","1","0","0","4","0","0"
"L29292","NetworkUtil","com.thinkaurelius.titan.util.system.NetworkUtil","L29108","L103","titan-core\src\main\java\com\thinkaurelius\titan\util\system\NetworkUtil.java","7","1","49","2","0","0","0","0","0","0","0","0","2","1","1","13","0","1","2","0","6","0","0.157895","6","0","0","7","0.157895","6","0","0","0","0","0","32","43","0","4","0","4","6","0","6","0","6","11","0","6","0","32","43","0","4","0","4","6","0","6","0","6","11","0","6","0","0","0","14","3","0","0","0","0","0","0","0","1","0","0","0","0","0","2","13","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0"
"L29307","Threads","com.thinkaurelius.titan.util.system.Threads","L29108","L103","titan-core\src\main\java\com\thinkaurelius\titan\util\system\Threads.java","6","1","26","2","0","0","0","0","0","0","0","0","2","2","2","7","0","0","0","0","2","0.333333","0.15","3","3","1","2","0.15","3","0","0","0","0","0","17","21","0","0","0","0","2","0","2","0","2","10","0","2","0","17","21","0","0","0","0","2","0","2","0","2","10","0","2","0","0","0","8","1","4","0","0","2","0","0","0","1","0","0","0","0","0","2","7","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0"
"L29315","TXUtils","com.thinkaurelius.titan.util.system.TXUtils","L29108","L103","titan-core\src\main\java\com\thinkaurelius\titan\util\system\TXUtils.java","11","1","26","2","0","0","0","0","0","0","0","0","1","1","1","3","1","1","1","0","1","0.5","0.235294","4","4","1","1","0.235294","4","0","0","0","0","0","13","16","1","0","1","0","1","0","1","0","1","5","0","1","0","13","16","1","0","1","0","1","0","1","0","1","5","0","1","0","0","0","5","1","3","0","0","2","0","0","0","0","0","0","0","0","0","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","1","0","0"
"L29323","IntervalTest","com.thinkaurelius.titan.util.interval.IntervalTest","L29320","L103","titan-test\src\test\java\com\thinkaurelius\titan\util\interval\IntervalTest.java","7","1","8","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0.6","3","3","1","0","0.6","3","0","0","0","0","0","2","2","0","0","0","0","0","0","0","0","0","0","0","0","0","2","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L29388","AbstractTitanAssemblyIT$SubprocessPipePrinter","com.thinkaurelius.titan.pkgtest.AbstractTitanAssemblyIT$SubprocessPipePrinter","L29354","L103","titan-dist\src\test\java\com\thinkaurelius\titan\pkgtest\AbstractTitanAssemblyIT.java","139","5","170","6","0","0","0","0","0","0","0","0","2","1","1","6","0","0","0","0","3","0","0.0384615","1","0","0","2","0.0384615","1","0","0","0","0","0","25","32","2","0","2","0","3","0","1","0","3","9","0","1","0","25","32","2","0","2","0","3","0","1","0","3","9","0","1","0","0","0","10","5","1","0","0","0","0","0","0","1","0","0","0","0","0","2","9","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4","0","0"
"L30259","HadoopCompatLoader","com.thinkaurelius.titan.hadoop.compat.HadoopCompatLoader","L29514","L103","titan-hadoop-parent\titan-hadoop-core\src\main\java\com\thinkaurelius\titan\hadoop\compat\HadoopCompatLoader.java","12","1","56","2","0","0","0","0","0","0","0","0","0","1","1","9","1","0","0","0","1","0.5","0.0526316","2","2","1","1","0.0526316","2","0","0","0","0","0","36","45","2","1","2","1","1","1","1","0","1","19","1","1","0","36","45","2","1","2","1","1","1","1","0","1","19","1","1","0","0","0","9","12","1","0","0","0","0","0","0","0","0","0","0","0","0","7","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","4","0","0","0","5","0","0"
"L30305","HadoopConfiguration","com.thinkaurelius.titan.hadoop.config.HadoopConfiguration","L30296","L103","titan-hadoop-parent\titan-hadoop-core\src\main\java\com\thinkaurelius\titan\hadoop\config\HadoopConfiguration.java","22","1","195","2","0.0521262","1","2","1","0.0632184","0.0652174","11","9","6","9","3","34","1","0","0","0","11","0","0.0944882","12","0","0","9","0.0860927","13","2","2","0","0","1","115","150","4","3","3","3","11","0","8","0","11","73","1","8","0","138","174","4","3","3","3","14","0","11","0","14","83","1","11","0","0","0","51","23","10","0","0","7","0","7","0","1","0","4","0","0","0","3","37","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","2","1","0","0","21","0","0"
"L30351","HBaseAuthHelper","com.thinkaurelius.titan.hadoop.config.HBaseAuthHelper","L30296","L103","titan-hadoop-parent\titan-hadoop-core\src\main\java\com\thinkaurelius\titan\hadoop\config\HBaseAuthHelper.java","22","1","87","2","0","0","0","0","0","0","0","0","1","2","2","14","0","0","0","0","2","0.333333","0.171875","11","10","1","2","0.171875","11","0","0","0","0","0","53","66","1","0","1","0","2","0","2","1","2","31","0","2","1","53","66","1","0","1","0","2","0","2","1","2","31","0","2","1","0","0","7","15","6","0","0","0","0","0","0","0","0","0","0","0","0","1","7","0","0","0","0","0","0","2","2","0","0","0","0","0","0","1","0","0","0","0","2","0","13","0","0"
"L30360","HybridConfigured","com.thinkaurelius.titan.hadoop.config.HybridConfigured","L30296","L103","titan-hadoop-parent\titan-hadoop-core\src\main\java\com\thinkaurelius\titan\hadoop\config\HybridConfigured.java","17","1","49","2","0","0","0","0","0","0","0","0","1","0","0","5","1","2","0","0","5","0.5","0.4","14","14","3","3","0.4","14","0","0","2","4","0","21","33","1","1","1","1","5","0","5","1","5","7","0","5","1","21","33","1","1","1","1","5","0","5","1","5","7","0","5","1","0","0","7","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","7","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L30363","ModifiableHadoopConfiguration","com.thinkaurelius.titan.hadoop.config.ModifiableHadoopConfiguration","L30296","L103","titan-hadoop-parent\titan-hadoop-core\src\main\java\com\thinkaurelius\titan\hadoop\config\ModifiableHadoopConfiguration.java","16","1","153","2","0","0","0","0","0","0","0","0","5","3","2","28","5","15","0","0","18","0.105263","0.0964912","11","10","2","17","0.0964912","11","4","4","0","0","1","103","138","12","17","4","8","18","0","18","3","43","48","1","35","5","103","138","12","17","4","8","18","0","18","3","43","48","1","35","5","0","0","43","11","9","0","0","4","0","0","0","1","0","0","0","0","0","4","37","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","5","0","0","0","11","0","0"
"L30497","TitanHadoopConfiguration","com.thinkaurelius.titan.hadoop.config.TitanHadoopConfiguration","L30296","L103","titan-hadoop-parent\titan-hadoop-core\src\main\java\com\thinkaurelius\titan\hadoop\config\TitanHadoopConfiguration.java","16","1","279","2","0","0","0","0","0","0","0","0","0","0","0","0","3","0","0","0","0","0","0.136792","29","14","0","1","0.138249","30","0","0","0","0","0","183","260","52","0","52","0","0","52","0","0","0","0","52","0","0","187","264","52","0","52","0","1","52","1","0","1","1","52","1","0","0","0","16","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","8","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","8","0","1","0","0","0","0"
"L30577","HadoopConfigurationTest","com.thinkaurelius.titan.hadoop.config.HadoopConfigurationTest","L30296","L103","titan-hadoop-parent\titan-hadoop-core\src\test\java\com\thinkaurelius\titan\hadoop\config\HadoopConfigurationTest.java","7","1","14","2","0","0","0","0","0","0","0","0","0","0","0","1","2","0","0","0","1","0","0","0","0","0","2","0","0","1","1","0","0","1","6","8","1","1","0","1","1","0","1","0","4","1","0","4","0","6","8","1","1","0","1","1","0","1","0","4","1","0","4","0","0","0","5","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","5","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L30648","FaunusElement$249465#","com.thinkaurelius.titan.hadoop.FaunusElement$249465#","L30634","L103","titan-hadoop-parent\titan-hadoop-core\src\main\java\com\thinkaurelius\titan\hadoop\FaunusElement.java","31","114","36","6","0","0","0","0","0","0","0","0","1","0","0","1","0","0","0","0","1","0","0","0","0","0","2","0","0","0","0","0","0","0","6","6","0","0","0","0","1","0","1","0","1","1","0","1","0","6","6","0","0","0","0","1","0","1","0","1","1","0","1","0","0","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L30655","FaunusElement$249489#","com.thinkaurelius.titan.hadoop.FaunusElement$249489#","L30634","L103","titan-hadoop-parent\titan-hadoop-core\src\main\java\com\thinkaurelius\titan\hadoop\FaunusElement.java","37","117","42","6","0","0","0","0","0","0","0","0","1","0","0","1","0","0","0","0","1","0","0","0","0","0","2","0","0","0","0","0","0","0","6","6","0","0","0","0","1","0","1","0","1","1","0","1","0","6","6","0","0","0","0","1","0","1","0","1","1","0","1","0","0","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L30769","FaunusPathElement$Tracker","com.thinkaurelius.titan.hadoop.FaunusPathElement$Tracker","L30765","L103","titan-hadoop-parent\titan-hadoop-core\src\main\java\com\thinkaurelius\titan\hadoop\FaunusPathElement.java","95","5","119","6","0","0","0","0","0","0","0","0","0","0","0","3","1","1","0","0","3","0.333333","0.0909091","2","2","1","2","0.0909091","2","0","0","0","0","0","20","25","3","0","3","0","3","0","2","0","3","9","0","2","0","20","25","3","0","3","0","3","0","2","0","3","9","0","2","0","0","0","9","0","3","0","0","0","0","0","0","0","0","0","3","0","0","0","9","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L30793","FaunusPathElement$MicroElement","com.thinkaurelius.titan.hadoop.FaunusPathElement$MicroElement","L30765","L103","titan-hadoop-parent\titan-hadoop-core\src\main\java\com\thinkaurelius\titan\hadoop\FaunusPathElement.java","204","5","225","6","0","0","0","0","0","0","0","0","2","0","0","5","0","6","0","0","4","0","0","0","0","0","5","0","0","0","0","2","2","0","17","22","1","1","1","1","4","0","4","0","4","4","0","4","0","17","22","1","1","1","1","4","0","4","0","4","4","0","4","0","0","0","12","0","1","0","0","0","0","0","0","1","0","0","0","0","0","1","11","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L30839","FaunusPropertyKey<T extends Object>$251975#","com.thinkaurelius.titan.hadoop.FaunusPropertyKey$251975#","L30832","L103","titan-hadoop-parent\titan-hadoop-core\src\main\java\com\thinkaurelius\titan\hadoop\FaunusPropertyKey.java","20","49","28","14","0","0","0","0","0","0","0","0","1","1","1","2","0","0","0","0","1","0","0","0","0","0","2","0","0","0","0","0","0","0","9","9","0","0","0","0","1","0","1","0","1","3","0","1","0","9","9","0","0","0","0","1","0","1","0","1","3","0","1","0","0","0","5","0","2","0","0","1","0","0","0","0","0","0","0","0","0","1","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L30846","FaunusPropertyKey<T extends Object>$252032#","com.thinkaurelius.titan.hadoop.FaunusPropertyKey$252032#","L30832","L103","titan-hadoop-parent\titan-hadoop-core\src\main\java\com\thinkaurelius\titan\hadoop\FaunusPropertyKey.java","33","51","39","14","0","0","0","0","0","0","0","0","1","0","0","1","0","0","0","0","1","0","0","0","0","0","2","0","0","0","0","0","0","0","7","7","0","0","0","0","1","0","1","0","1","1","0","1","0","7","7","0","0","0","0","1","0","1","0","1","1","0","1","0","0","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L30850","FaunusPropertyKey<T extends Object>$252075#","com.thinkaurelius.titan.hadoop.FaunusPropertyKey$252075#","L30832","L103","titan-hadoop-parent\titan-hadoop-core\src\main\java\com\thinkaurelius\titan\hadoop\FaunusPropertyKey.java","44","49","50","14","0","0","0","0","0","0","0","0","1","0","0","1","0","0","0","0","1","0","0","0","0","0","2","0","0","0","0","0","0","0","7","7","0","0","0","0","1","0","1","0","1","1","0","1","0","7","7","0","0","0","0","1","0","1","0","1","1","0","1","0","0","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L30857","FaunusPropertyKey<T extends Object>$252118#","com.thinkaurelius.titan.hadoop.FaunusPropertyKey$252118#","L30832","L103","titan-hadoop-parent\titan-hadoop-core\src\main\java\com\thinkaurelius\titan\hadoop\FaunusPropertyKey.java","55","51","63","14","0","0","0","0","0","0","0","0","1","2","1","3","0","0","0","0","1","0","0","0","0","0","2","0","0","0","0","0","0","0","9","9","0","0","0","0","1","0","1","0","1","5","0","1","0","9","9","0","0","0","0","1","0","1","0","1","5","0","1","0","0","0","5","0","3","0","0","2","0","0","0","0","0","0","0","0","0","1","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L30680","FaunusSerializer$Schema","com.thinkaurelius.titan.hadoop.FaunusSerializer$Schema","L30683","L103","titan-hadoop-parent\titan-hadoop-core\src\main\java\com\thinkaurelius\titan\hadoop\FaunusSerializer.java","348","5","399","6","0","0","0","0","0","0","0","0","5","1","1","12","1","4","0","0","9","0","0","0","0","0","1","0","0","0","0","0","0","0","41","52","2","2","2","2","9","0","0","0","9","20","0","0","0","41","52","2","2","2","2","9","0","0","0","9","20","0","0","0","0","0","22","6","9","0","0","3","0","0","0","1","0","0","6","0","0","0","21","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","6","0","0"
"L31080","FaunusSerializer$Comparator","com.thinkaurelius.titan.hadoop.FaunusSerializer$Comparator","L30683","L103","titan-hadoop-parent\titan-hadoop-core\src\main\java\com\thinkaurelius\titan\hadoop\FaunusSerializer.java","414","5","435","6","0","0","0","0","0","0","0","0","2","1","1","6","0","0","0","0","3","0","0.767442","66","0","0","4","0.767442","66","0","0","0","0","0","20","22","0","0","0","0","3","0","3","0","3","7","0","3","0","20","22","0","0","0","0","3","0","3","0","3","7","0","3","0","0","0","9","0","3","0","0","1","0","0","0","1","0","0","0","0","0","2","7","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0"
"L31211","FaunusVertex$MicroVertex","com.thinkaurelius.titan.hadoop.FaunusVertex$MicroVertex","L30969","L103","titan-hadoop-parent\titan-hadoop-core\src\main\java\com\thinkaurelius\titan\hadoop\FaunusVertex.java","348","5","360","6","0","0","0","0","0","0","0","0","1","0","0","2","1","0","0","0","2","0","0","0","0","0","3","0","0","1","1","0","0","1","10","13","3","1","2","0","2","0","2","0","6","2","0","6","0","10","13","3","1","2","0","2","0","2","0","6","2","0","6","0","0","0","7","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","7","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0"
"L31280","FaunusVertexQuery$FaunusVertexList","com.thinkaurelius.titan.hadoop.FaunusVertexQuery$FaunusVertexList","L30707","L103","titan-hadoop-parent\titan-hadoop-core\src\main\java\com\thinkaurelius\titan\hadoop\FaunusVertexQuery.java","254","5","308","6","0","0","0","0","0","0","0","0","7","1","1","10","3","0","0","0","9","0","0","0","0","0","10","0","0","1","1","0","0","1","45","55","2","2","2","2","9","0","9","0","9","16","0","9","0","45","55","2","2","2","2","9","0","9","0","9","16","0","9","0","0","0","22","4","3","0","0","1","0","0","0","1","0","0","0","0","0","0","21","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","4","0","0"
"L31302","FaunusVertexQuery$SystemFilterCondition","com.thinkaurelius.titan.hadoop.FaunusVertexQuery$SystemFilterCondition","L30707","L103","titan-hadoop-parent\titan-hadoop-core\src\main\java\com\thinkaurelius\titan\hadoop\FaunusVertexQuery.java","312","5","319","6","0","0","0","0","0","0","0","0","1","0","0","2","4","1","0","0","1","0","0","0","0","0","2","0","0","2","2","0","0","2","7","8","0","2","0","0","1","0","1","0","8","2","0","8","0","7","8","0","2","0","0","1","0","1","0","8","2","0","8","0","0","0","6","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0"
"L31311","FaunusVertexQuery$RemoveOriginalIterable","com.thinkaurelius.titan.hadoop.FaunusVertexQuery$RemoveOriginalIterable","L30707","L103","titan-hadoop-parent\titan-hadoop-core\src\main\java\com\thinkaurelius\titan\hadoop\FaunusVertexQuery.java","321","5","369","6","0","0","0","0","0","0","0","0","1","0","0","2","2","0","0","0","2","0","0","0","0","0","2","0","0","0","0","0","0","0","15","19","3","0","3","0","2","0","1","0","2","4","0","1","0","41","49","5","0","5","0","5","0","4","0","5","16","0","4","0","0","0","17","5","2","0","0","0","0","0","0","1","0","0","0","0","0","1","16","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","5","0","0"
"L31329","FaunusVertexQuery$FilterIterable","com.thinkaurelius.titan.hadoop.FaunusVertexQuery$FilterIterable","L30707","L103","titan-hadoop-parent\titan-hadoop-core\src\main\java\com\thinkaurelius\titan\hadoop\FaunusVertexQuery.java","371","5","436","6","0","0","0","0","0","0","0","0","1","0","0","2","4","0","0","0","2","0","0","0","0","0","2","0.0169492","1","0","0","0","0","0","18","21","4","0","4","0","2","0","1","0","2","5","0","1","0","58","66","8","0","8","0","5","0","4","0","5","31","0","4","0","0","0","17","9","16","0","1","9","0","0","0","1","0","0","0","0","0","2","16","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","3","0","0","0","0","0","9","0","0"
"L31365","FaunusVertexQueryFilter$DummyVertex","com.thinkaurelius.titan.hadoop.FaunusVertexQueryFilter$DummyVertex","L31351","L103","titan-hadoop-parent\titan-hadoop-core\src\main\java\com\thinkaurelius\titan\hadoop\FaunusVertexQueryFilter.java","67","5","79","6","0","0","0","0","0","0","0","0","1","0","0","2","2","0","0","0","2","0","0","0","0","0","2","0","0","0","0","0","0","0","9","13","1","0","1","0","2","0","1","0","2","2","0","1","0","9","13","1","0","1","0","2","0","1","0","2","2","0","1","0","0","0","7","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","7","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0"
"L31382","FaunusVertexQueryFilter$QueryBounds","com.thinkaurelius.titan.hadoop.FaunusVertexQueryFilter$QueryBounds","L31351","L103","titan-hadoop-parent\titan-hadoop-core\src\main\java\com\thinkaurelius\titan\hadoop\FaunusVertexQueryFilter.java","133","5","142","6","0","0","0","0","0","0","0","0","0","0","0","1","1","1","0","0","1","0","0","0","0","0","1","0","0","0","0","0","0","0","8","10","2","0","2","0","1","2","0","0","1","2","2","0","0","8","10","2","0","2","0","1","2","0","0","1","2","2","0","0","0","0","9","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4","0","0","0","0","0","0"
"L31388","FaunusVertexQueryFilter$SlicePredicateQueryBuilder","com.thinkaurelius.titan.hadoop.FaunusVertexQueryFilter$SlicePredicateQueryBuilder","L31351","L103","titan-hadoop-parent\titan-hadoop-core\src\main\java\com\thinkaurelius\titan\hadoop\FaunusVertexQueryFilter.java","145","5","196","6","0","0","0","0","0","0","0","0","0","4","3","17","6","0","0","0","3","0","0.0851064","4","0","0","3","0.0851064","4","3","3","0","0","1","43","52","15","6","0","2","3","0","2","0","60","33","0","32","0","43","52","15","6","0","2","3","0","2","0","60","33","0","32","0","0","0","10","8","5","0","0","4","0","0","0","0","0","1","1","0","0","0","9","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","8","0","0"
"L31555","EdgeCopyMapReduce","com.thinkaurelius.titan.hadoop.formats.EdgeCopyMapReduce","L31402","L103","titan-hadoop-parent\titan-hadoop-core\src\main\java\com\thinkaurelius\titan\hadoop\formats\EdgeCopyMapReduce.java","28","1","111","2","0","0","0","0","0","0","0","0","1","0","0","1","0","0","0","0","1","0.5","0.3","3","3","1","1","0.0945946","7","0","0","0","0","0","7","11","0","0","0","0","1","0","1","0","1","3","0","1","0","67","84","9","0","9","0","5","2","5","0","5","31","2","5","0","0","0","23","13","6","0","0","4","0","0","0","2","0","0","0","0","0","0","18","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","3","0","0","0","13","0","0"
"L31861","FormatTools","com.thinkaurelius.titan.hadoop.formats.FormatTools","L31402","L103","titan-hadoop-parent\titan-hadoop-core\src\main\java\com\thinkaurelius\titan\hadoop\formats\FormatTools.java","12","1","26","2","0","0","0","0","0","0","0","0","0","2","2","4","0","0","0","0","1","0.5","0.176471","3","3","1","1","0.176471","3","0","0","0","0","0","14","15","0","1","0","1","1","0","1","0","1","6","0","1","0","14","15","0","1","0","1","1","0","1","0","1","6","0","1","0","0","0","5","2","1","0","0","0","0","0","0","0","0","0","0","0","0","1","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","0","0"
"L31675","HadoopFileOutputFormat","com.thinkaurelius.titan.hadoop.formats.HadoopFileOutputFormat","L31402","L103","titan-hadoop-parent\titan-hadoop-core\src\main\java\com\thinkaurelius\titan\hadoop\formats\HadoopFileOutputFormat.java","24","1","47","2","0","0","0","0","0","0","0","0","0","1","1","3","2","3","0","0","1","0.5","0.12","3","3","1","1","0.12","3","0","0","3","3","0","22","24","1","1","1","1","1","0","1","0","1","14","0","1","0","22","24","1","1","1","1","1","0","1","0","1","14","0","1","0","0","0","5","7","1","0","0","0","0","0","0","0","0","0","0","0","0","1","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","7","0","0"
"L32077","Inverter","com.thinkaurelius.titan.hadoop.formats.Inverter","L31402","L103","titan-hadoop-parent\titan-hadoop-core\src\main\java\com\thinkaurelius\titan\hadoop\formats\Inverter.java","20","1","51","2","0.992908","1","12","2","0.875","0.928571","28","26","2","5","1","12","0","0","0","0","2","0.333333","0.0967742","3","3","1","2","0.0967742","3","0","0","0","0","0","28","32","0","0","0","0","2","0","2","0","2","22","0","2","0","28","32","0","0","0","0","2","0","2","0","2","22","0","2","0","0","0","25","0","14","0","0","12","0","17","0","1","0","0","0","0","0","2","7","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L31881","VertexQueryFilter","com.thinkaurelius.titan.hadoop.formats.VertexQueryFilter","L31402","L103","titan-hadoop-parent\titan-hadoop-core\src\main\java\com\thinkaurelius\titan\hadoop\formats\VertexQueryFilter.java","28","1","147","2","0","0","0","0","0","0","0","0","7","4","4","19","2","4","0","0","9","0.125","0.111111","8","8","1","7","0.0769231","8","0","0","0","0","0","64","78","4","0","4","0","9","0","7","1","9","34","0","7","1","96","120","4","5","4","5","19","0","17","2","19","44","0","17","2","0","0","48","11","13","0","0","8","0","0","0","2","0","2","1","0","0","2","44","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","1","0","0","1","0","0","9","0","0"
"L32643","EdgeCopyMapReduceTest","com.thinkaurelius.titan.hadoop.formats.EdgeCopyMapReduceTest","L31402","L103","titan-hadoop-parent\titan-hadoop-core\src\test\java\com\thinkaurelius\titan\hadoop\formats\EdgeCopyMapReduceTest.java","21","1","79","2","0.886792","1","8","4","0.745763","0.846154","44","44","4","1","1","9","1","0","0","0","5","0.166667","0.0545455","3","3","1","5","0.0545455","3","1","1","0","0","1","52","59","3","2","1","0","5","0","5","1","20","31","1","20","1","52","59","3","2","1","0","5","0","5","1","20","31","1","20","1","0","0","45","12","5","0","0","0","0","29","0","1","0","0","1","0","0","0","13","0","0","0","0","0","4","0","0","0","0","0","0","0","0","0","0","0","2","0","0","4","8","0","0"
